review_status,final_tier,rule_id,rule_type,critical_extracted,confidence,pine_coverage_extracted,normalized_rule,source_file,timestamp,final_pine_coverage,notes
needs_review,,liq_797,liquidity_rule,True,high,ambiguous,"instantly invalid. Secondly, liquidity.",This 5 Minute Scalping Strategy Works Everyday (Stupid Simple and Proven).txt,05:04,,
needs_review,,liq_835,liquidity_rule,True,high,ambiguous,liquidity because it's only one candle.,This is what's possible when you have a complete strategy.txt,07:52,,
needs_review,,liq_695,liquidity_sweep_rule,True,medium,ambiguous,"liquidity is taken. We are waiting right underneath these lows which are in front of the zone. The lows being swept,.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,03:02,,
needs_review,,liq_796,liquidity_sweep_rule,True,medium,ambiguous,of liquidity for price to come and sweep.,This 5 Minute Scalping Strategy Works Everyday (Stupid Simple and Proven).txt,03:04,,
needs_review,,dem_081,valid_demand_zone,True,high,ambiguous,case we invalidated the demand zone so.,My A+ Trading Checklist For 2026.txt,10:18,,
needs_review,,dem_103,valid_demand_zone,True,high,ambiguous,"demand zone, this is never going to be.",The Top 3 Entry Confirmations Using Supply & Demand  Forex Strategy.txt,02:45,,
needs_review,,dem_125,valid_demand_zone,True,high,ambiguous,valid demand zone for us. But we never.,copy this 4 step Liquidity S&D trading strategy (Proven Profitable).txt,11:15,,
needs_review,,dem_107,valid_demand_zone,True,medium,ambiguous,"bearish candles here making a small area in the markets, potential for normal demand zones, etc. And you know, we wick.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,23:20,,
needs_review,,dem_108,valid_demand_zone,True,medium,ambiguous,the most important parts is that we get a fake out at the normal demand zone because without that the one candle is.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,27:39,,
needs_review,,dem_105,valid_demand_zone,True,medium,ambiguous,that can be taken out and then we can tap into the zone. This is in this as well is also a normal demand zone.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,08:34,,
needs_review,,dem_104,valid_demand_zone,True,medium,ambiguous,"So, take this zone for example. This was a NAS 100 demand uh that tapped just.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,08:22,,
needs_review,,dem_106,valid_demand_zone,True,medium,ambiguous,we imagine that same type of structure have a demand zone price action formed.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,11:29,,
needs_review,,dem_071,valid_demand_zone,True,medium,ambiguous,102:37 would have taken this demand Zone I know.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,dem_072,valid_demand_zone,True,medium,ambiguous,111:51 been at this demand Zone either way.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,dem_001,valid_demand_zone,True,medium,ambiguous,very nice demand zone right here. If you.,+8RR in 2 Days Using Liquidity Supply & Demand (5m Strategy).txt,03:15,,
needs_review,,dem_012,valid_demand_zone,True,medium,ambiguous,demand Zone probably still be profitable.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,16:00,,
needs_review,,dem_018,valid_demand_zone,True,medium,ambiguous,That's a nice demand zone. We've created.,91% Winrate Day Trading Backtest Session (NAS100 5M).txt,07:07,,
needs_review,,dem_023,valid_demand_zone,True,medium,ambiguous,down and it won't reach that demand Zone.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,01:15,,
needs_review,,dem_030,valid_demand_zone,True,medium,ambiguous,obvious demand Zone in front of the zone.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,24:12,,
needs_review,,dem_039,valid_demand_zone,True,medium,ambiguous,"demand zone, right? No candles come back.",How I Made 10% Trading This Week - Only 2 Trades.txt,01:59,,
needs_review,,dem_042,valid_demand_zone,True,medium,ambiguous,demand zones above us aren't going to be.,"I Made $1,500 on NQ in 1 Hour (Discord Trade Breakdown).txt",01:31,,
needs_review,,dem_055,valid_demand_zone,True,medium,ambiguous,"came up, formed our demand zone, had our.",Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,09:18,,
needs_review,,dem_057,valid_demand_zone,True,medium,ambiguous,"and demand zones, which we call accuracy.",Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,11:19,,
needs_review,,dem_058,valid_demand_zone,True,medium,ambiguous,"of drawing the demand zone up like this,.",Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,12:43,,
needs_review,,dem_073,valid_demand_zone,True,medium,ambiguous,and demand zones so again we're going to.,Live trading GBPJPY - easy 15 using supply & demand + liquidity trading strategy (5m timeframe).txt,07:50,,
needs_review,,dem_074,valid_demand_zone,True,medium,ambiguous,look again here we have a demand zone is.,Live trading GBPJPY - easy 15 using supply & demand + liquidity trading strategy (5m timeframe).txt,07:52,,
needs_review,,dem_078,valid_demand_zone,True,medium,ambiguous,created our demand zone. We made a level.,My A+ Trading Checklist For 2026.txt,07:04,,
needs_review,,dem_082,valid_demand_zone,True,medium,ambiguous,towards your demand zone. There's a high.,My A+ Trading Checklist For 2026.txt,11:28,,
needs_review,,dem_083,valid_demand_zone,True,medium,ambiguous,would be our demand zone and we have our.,My A+ Trading Checklist For 2026.txt,12:52,,
needs_review,,sup_095,valid_supply_zone,True,high,ambiguous,"waiting. We tap that normal supply zone then come back. I'm never going to take that position, right? Especially with.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,37:21,,
needs_review,,sup_084,valid_supply_zone,True,high,ambiguous,already. This essentially means we're trading off only new supply and demand zones that haven't had any candles come.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,04:17,,
needs_review,,sup_083,valid_supply_zone,True,high,ambiguous,"all, how to identify the trade. So, we're going to be looking for untapped supply zones and demand zones only. Now,.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,03:53,,
needs_review,,sup_028,valid_supply_zone,True,high,ambiguous,going to only draw the supply Zone using.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,11:17,,
needs_review,,sup_088,valid_supply_zone,True,medium,ambiguous,"tapping into the zone, right? We're pretending this doesn't exist. This would just be normal supply and demand and most likely it's going to be a fake.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,09:55,,
needs_review,,sup_086,valid_supply_zone,True,medium,ambiguous,higher than the bullish candle after it. So you just use the whole candle. Same thing for a supply. Let me find a zone.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,06:43,,
needs_review,,sup_090,valid_supply_zone,True,medium,ambiguous,"very simple. If it's a supply zone, you're waiting for a bearish close. If it's a demand zone, you're waiting for a.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,16:42,,
needs_review,,sup_094,valid_supply_zone,True,medium,ambiguous,valid cuz we didn't take out its own high and then we tap zone. So now this is essentially normal supply and demand.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,36:00,,
needs_review,,sup_081,valid_supply_zone,True,medium,ambiguous,"normal supply and demand trade is losing. Demand zone forms here when we take our highs, comes back to the zone,.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,02:49,,
needs_review,,sup_089,valid_supply_zone,True,medium,ambiguous,"zone. Without doing that, it's not valid, and you're essentially going to be trading normal supply demand. So if.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,11:23,,
needs_review,,sup_091,valid_supply_zone,True,medium,ambiguous,supply and demand around these areas. You know trade-off zones like this getting bullish candle fake outs just.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,19:28,,
needs_review,,sup_092,valid_supply_zone,True,medium,ambiguous,a very nice supply zone continues dropping here and obviously you get the nice supply zone. If this is close.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,29:09,,
needs_review,,sup_085,valid_supply_zone,True,medium,ambiguous,"trades, losing trades and missing positions. So right here, for example, this supply zone, this move to the.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,05:12,,
needs_review,,sup_082,valid_supply_zone,True,medium,ambiguous,"down to the zone. Number two, normal supply demand traders are losing at this area. Number three,.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,03:22,,
needs_review,,sup_087,valid_supply_zone,True,medium,ambiguous,quickly. So right here this supply zone identifying an untapped zone. Very.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,06:50,,
needs_review,,sup_093,valid_supply_zone,True,medium,ambiguous,"immediately afterwards. So on this supply zone, I'll delete this.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,32:34,,
needs_review,,sup_057,valid_supply_zone,True,medium,ambiguous,108:45 strong all right one Supply Zone up here.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,sup_058,valid_supply_zone,True,medium,ambiguous,110:30 this Supply didn't close in the zone and.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,sup_056,valid_supply_zone,True,medium,ambiguous,104:18 Clos in the supply Zone without that it.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,sup_014,valid_supply_zone,True,medium,ambiguous,120:35 gold at some of these Supply zones GJ.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,sup_013,valid_supply_zone,True,medium,ambiguous,100:18 we get to the supply Zone without it.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,sup_002,valid_supply_zone,True,medium,ambiguous,there's no valed Supply Zone on GC right.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,12:06,,
needs_review,,sup_006,valid_supply_zone,True,medium,ambiguous,today we have Supply Zone here not valid.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,03:19,,
needs_review,,sup_011,valid_supply_zone,True,medium,ambiguous,out the supply Zone and took out its own.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,69:59,,
needs_review,,sup_016,valid_supply_zone,True,medium,ambiguous,>> EMA supply zone lower high formed and.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,38:23,,
needs_review,,zone_1278,zone_formation,True,high,ambiguous,wick. So you always include it in the zone and that is how you draw accuracy zones. Now when that doesn't happen. So.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,06:30,,
needs_review,,zone_1306,zone_formation,True,high,ambiguous,"one for now so we can see it clearer. Very simple structure wise, right? We had a top zone, so it's always going to.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,32:39,,
needs_review,,zone_1309,zone_formation,True,high,ambiguous,we only tapped right on the edge of the zone like this because we can very easily see that new 30 minute open up go.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,34:53,,
needs_review,,zone_1293,zone_formation,True,high,ambiguous,"the zone outside of the zone. Uh only wicks inside of it. Now, of course,.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,18:12,,
needs_review,,zone_092,zone_formation,True,high,ambiguous,much yeah on the 5 minute zones are only.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,20:37,,
needs_review,,zone_415,zone_formation,True,high,ambiguous,invalidate the zone straight away before.,A+ Trading Strategy The Ultimate Checklist.txt,06:49,,
needs_review,,zone_635,zone_formation,True,high,ambiguous,that would have invalidated the zone for.,"How I Made $6,320 on One Trade this Week (5m TF Breakdown).txt",03:38,,
needs_review,,zone_698,zone_formation,True,high,ambiguous,the lowest untab Zone whenever you get a.,I Optimized The 5m Timeframe To Make it OP - RD Concepts.txt,05:23,,
needs_review,,zone_870,zone_formation,True,high,ambiguous,chance I'll never take this type of Zone.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,12:05,,
needs_review,,zone_904,zone_formation,True,high,ambiguous,high there's only one zone which is good.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,62:08,,
needs_review,,zone_045,zone_formation,True,high,ambiguous,simple. Top zone always a great zone to.,"1 week, 8 trades, 10.5% - Live Trade Recordings.txt",27:38,,
needs_review,,zone_155,zone_formation,True,high,ambiguous,going to be trading only the best zones.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,25:19,,
needs_review,,zone_452,zone_formation,True,high,ambiguous,Zone way of doing it is to use only the.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,08:40,,
needs_review,,zone_539,zone_formation,True,high,ambiguous,instant drop directly to the zone. Only.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,14:34,,
needs_review,,zone_686,zone_formation,True,high,ambiguous,zone. It's not completely invalid. It's.,"I Made $1,500 on NQ in 1 Hour (Discord Trade Breakdown).txt",01:49,,
needs_review,,zone_1060,zone_formation,True,high,ambiguous,Zone which is always a good sign for us.,Ridiculous trade on a funded account - supply & demand + liquidity strategy.txt,06:47,,
needs_review,,zone_1098,zone_formation,True,high,ambiguous,"and then tapped the zone. Now, the only.",The Strategy That Just Makes Sense - 6 Simple 14 Trades In 1 Week.txt,10:46,,
needs_review,,zone_1395,zone_formation,True,high,ambiguous,invalidated our zone. And what happened.,copy this 4 step Liquidity S&D trading strategy (Proven Profitable).txt,11:25,,
needs_review,,zone_115,zone_formation,True,high,ambiguous,was us respecting The Zone it was only.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,55:46,,
needs_review,,zone_281,zone_formation,True,high,ambiguous,zones. Instantly invalidated instantly.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,83:07,,
needs_review,,zone_523,zone_formation,True,high,ambiguous,already invalidating zones not selling.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,43:51,,
needs_review,,zone_575,zone_formation,True,high,ambiguous,though is that it's the only zone from.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,63:40,,
needs_review,,zone_616,zone_formation,True,high,ambiguous,invalidate our zone. Even if we do get.,How I Increased My Win Rate Using Liquidity Supply & Demand Strategy.txt,02:36,,
needs_review,,zone_873,zone_formation,True,high,ambiguous,single possible valid Zone you're only.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,12:22,,
needs_review,,zone_968,zone_formation,True,high,ambiguous,came into the Zone it invalidated that.,Live trading GBPJPY - easy 15 using supply & demand + liquidity trading strategy (5m timeframe).txt,09:30,,
needs_review,,ent_776,entry_rule,True,high,ambiguous,"there's still only winning trades where sometimes it closes in the zone, and that doesn't matter. We're not trying to make excuses. There's not reasons for.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,18:19,,
needs_review,,ent_774,entry_rule,True,high,ambiguous,"bearish, right? That's a universal rule. It will always apply no matter what you're doing. If you want to take the most basic entries, enter on the close.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,17:54,,
needs_review,,ent_775,entry_rule,True,high,ambiguous,"of the candle in your direction. Now, if it closes in the zone, the trade is instantly invalid. No exceptions. So, if.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,18:00,,
needs_review,,ent_777,entry_rule,True,high,ambiguous,"it's invalid. Don't take the trade. Now, there's a couple other ways to enter positions, and those are higher time.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,18:44,,
needs_review,,ent_790,entry_rule,True,high,ambiguous,entry because the next one is going to be a new high time frame candle. This is really only something that I.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,33:05,,
needs_review,,ent_026,entry_rule,True,high,ambiguous,leaving that with a ring. I always enter.,"1 week, 8 trades, 10.5% - Live Trade Recordings.txt",03:30,,
needs_review,,ent_120,entry_rule,True,high,ambiguous,"entry on this scenario. But yeah, always.",89% Winrate Trading Strategy - Live Backtest with My Discord.txt,09:18,,
needs_review,,ent_476,entry_rule,True,high,ambiguous,"entering on the bullish close as always,.","If You Trade Supply & Demand, Watch This..txt",02:52,,
needs_review,,ent_559,entry_rule,True,high,ambiguous,"entered on this trade. As always, I have.",Live Trading USDJPY - The 5m Is INSANE! (Supply & Demand + Liquidity Strategy).txt,00:13,,
needs_review,,ent_702,entry_rule,True,high,ambiguous,"entry, [music] I'm never ever ever going.",The Strategy That Just Makes Sense - 6 Simple 14 Trades In 1 Week.txt,13:25,,
needs_review,,ent_208,entry_rule,True,high,ambiguous,more complex entry models. They're only.,A+ Trading Strategy The Ultimate Checklist.txt,08:25,,
needs_review,,ent_730,entry_rule,True,high,ambiguous,it's more risky. You could always enter.,The Supply & Demand Strategy That Changed My Life (2026 Full Course).txt,38:21,,
needs_review,,ent_111,entry_rule,True,high,ambiguous,"Never gave a valid entry which I mean,.",89% Winrate Day Trading Backtesting Session.txt,29:48,,
needs_review,,ent_486,entry_rule,True,high,ambiguous,"your entry, then uh yeah, it's invalid.",Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,07:50,,
needs_review,,ent_488,entry_rule,True,high,ambiguous,just a wick rejection. It never closes.,Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,08:15,,
needs_review,,ent_338,entry_rule,True,high,ambiguous,valid entry. But only doing this will.,How I Made 10% Trading This Week - Only 2 Trades.txt,07:04,,
needs_review,,ent_605,entry_rule,True,high,ambiguous,invalidate before I even get an entry.,"Making $2,706 in 17 Minutes  Live Supply & Demand Forex Trading.txt",00:30,,
needs_review,,ent_096,entry_rule,True,high,ambiguous,112:31 I'll only take one re-entry.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,ent_768,entry_rule,True,medium,ambiguous,"you're waiting for. And of course with a valid entry, you take this trade and you can see you have the high riskreward potential with the ones because you were.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,12:54,,
needs_review,,ent_772,entry_rule,True,medium,ambiguous,"we tap into the zone, wick in the zone, but we still close bullish and the next candle just goes and closes in the zone.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,16:59,,
needs_review,,ent_773,entry_rule,True,medium,ambiguous,"there's a retracement, we're in a supply demand zone. The power of the strategy comes from the fact that you can enter.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,17:22,,
needs_review,,ent_780,entry_rule,True,medium,ambiguous,"is going to take off this far and just not really give an entry, just leave this one and wait for a clear trade show.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,20:22,,
needs_review,,ent_769,entry_rule,True,medium,ambiguous,"part to Shashi's edge and actually being profitable. Valid entry models, right? There's a few of these and here's a.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,16:06,,
needs_review,,ent_771,entry_rule,True,medium,ambiguous,bullish close. Now this is obviously showing momentum at the zone in your direction. You don't want to be entering.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,16:47,,
needs_review,,ent_782,entry_rule,True,medium,ambiguous,an entry because the 1 hour can bring so much momentum. The close entry is up here and it's impossible to even now.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,22:31,,
needs_review,,bos_001,break_of_structure,True,medium,ambiguous,We're not making a break of structure to.,"How I Made $6,320 on One Trade this Week (5m TF Breakdown).txt",04:04,,
needs_review,,bos_005,break_of_structure,True,medium,ambiguous,left. This is our break of structure and.,Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,06:08,,
needs_review,,bos_018,break_of_structure,True,medium,ambiguous,paycheck. Your boss constantly waves one.,you underestimate what it takes to turn profitable in Day Trading.txt,01:50,,
needs_review,,bos_002,break_of_structure,True,medium,ambiguous,with a weak break of structure give you.,How I Pass Funded Challenges Every Time In 2025 (Simplified).txt,07:35,,
needs_review,,bos_008,break_of_structure,True,medium,ambiguous,"listening to a boss day in and day out,.","Making $2,706 in 17 Minutes  Live Supply & Demand Forex Trading.txt",10:24,,
needs_review,,bos_009,break_of_structure,True,medium,ambiguous,own boss. If you have the discipline to.,"Making $2,706 in 17 Minutes  Live Supply & Demand Forex Trading.txt",12:42,,
needs_review,,bos_014,break_of_structure,True,medium,ambiguous,Miami Final Boss [ __ ] penthouse. Like.,The 2026 trading routine that literally scales you to funded.txt,06:04,,
needs_review,,bos_016,break_of_structure,True,medium,ambiguous,"break of structure, but we then came up.",The Supply & Demand Strategy That Changed My Life (2026 Full Course).txt,15:05,,
needs_review,,bos_007,break_of_structure,True,medium,ambiguous,the break of structure part that I was.,Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,08:42,,
needs_review,,bos_012,break_of_structure,True,medium,ambiguous,we want to see a break of structure to.,My Incredibly Easy 5 Minute Scalping Strategy (Full Course).txt,02:08,,
needs_review,,bos_003,break_of_structure,True,medium,ambiguous,"this, we want a break of structure to.",How to Enter a Trade the RIGHT Way (Entry Confirmations).txt,01:14,,
needs_review,,bos_010,break_of_structure,True,medium,ambiguous,"one small break of structure, this is.",My A+ Trading Checklist For 2026.txt,08:45,,
needs_review,,bos_013,break_of_structure,True,medium,ambiguous,given that break of structure that we.,My Incredibly Easy 5 Minute Scalping Strategy (Full Course).txt,19:32,,
needs_review,,bos_015,break_of_structure,True,medium,ambiguous,about with the break of structure. So.,The Supply & Demand Strategy That Changed My Life (2026 Full Course).txt,12:00,,
needs_review,,bos_019,break_of_structure,True,medium,ambiguous,"another man. Call them boss, which is.",you underestimate what it takes to turn profitable in Day Trading.txt,03:43,,
needs_review,,bos_006,break_of_structure,True,medium,ambiguous,making a break of structure. If this.,Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,06:43,,
needs_review,,bos_017,break_of_structure,True,medium,ambiguous,wait for a break of structure taking.,"exposing the EXACT strategy that changed my life (+$100,000 in profits).txt",13:02,,
needs_review,,bos_004,break_of_structure,True,medium,ambiguous,break of structure down to the zone.,"If You Trade Supply & Demand, Watch This..txt",09:21,,
needs_review,,bos_011,break_of_structure,True,medium,ambiguous,have a nice break of structure and.,My A+ Trading Checklist For 2026.txt,15:16,,
needs_review,,skip_001,skip_condition,True,high,ambiguous,"always, let's skip back to before this.",+10R in 2 Weeks  Full Liquidity S&D Breakdown.txt,05:24,,
needs_review,,skip_014,skip_condition,True,high,ambiguous,with news momentum is never good this.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,32:09,,
needs_review,,skip_101,skip_condition,True,high,ambiguous,the news anyways for TP1 and I always.,Live Trade Breakdown - 7.5% on GbpJpy (Realistic Strategy).txt,06:19,,
needs_review,,skip_063,skip_condition,True,high,ambiguous,News is always [ __ ] against me. I.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,64:46,,
needs_review,,skip_036,skip_condition,True,high,ambiguous,news always does s to see.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,76:27,,
needs_review,,skip_136,skip_condition,True,medium,ambiguous,100:01 news I see yeah it looks a lot like news.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,skip_138,skip_condition,True,medium,ambiguous,101:27 yeah it could have been news it did say.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,skip_139,skip_condition,True,medium,ambiguous,102:32 accidentally skip it past like this I'm.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,skip_085,skip_condition,True,medium,ambiguous,"110:03 see GC. I don't trade, but yeah, I can.",First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,,,
needs_review,,skip_059,skip_condition,True,medium,ambiguous,">> Generally, that is an immediate skip for.",89% Winrate Trading Strategy - Live Backtest with My Discord.txt,43:39,,
needs_review,,skip_140,skip_condition,True,medium,ambiguous,113:19 four five this was news which should.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,skip_057,skip_condition,True,medium,ambiguous,>> I literally don't trade 30 minute like.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,27:18,,
needs_review,,skip_004,skip_condition,True,medium,ambiguous,may end up holding but a news candle The.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,21:18,,
needs_review,,skip_025,skip_condition,True,medium,ambiguous,with news as well it looks like that's a.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,61:56,,
