bar_idx,time,equity
71,2026-01-01 05:55:00+00:00,50000.0
72,2026-01-01 06:00:00+00:00,50000.0
73,2026-01-01 06:05:00+00:00,50000.0
74,2026-01-01 06:10:00+00:00,50000.0
75,2026-01-01 06:15:00+00:00,50000.0
76,2026-01-01 06:20:00+00:00,50000.0
77,2026-01-01 06:25:00+00:00,50000.0
78,2026-01-01 06:30:00+00:00,50000.0
79,2026-01-01 06:35:00+00:00,50000.0
80,2026-01-01 06:40:00+00:00,50000.0
81,2026-01-01 06:45:00+00:00,50000.0
82,2026-01-01 06:50:00+00:00,50000.0
83,2026-01-01 06:55:00+00:00,50000.0
84,2026-01-01 07:00:00+00:00,50000.0
85,2026-01-01 07:05:00+00:00,50000.0
86,2026-01-01 07:10:00+00:00,50000.0
87,2026-01-01 07:15:00+00:00,50000.0
88,2026-01-01 07:20:00+00:00,50000.0
89,2026-01-01 07:25:00+00:00,50000.0
90,2026-01-01 07:30:00+00:00,50000.0
91,2026-01-01 07:35:00+00:00,50000.0
92,2026-01-01 07:40:00+00:00,50000.0
93,2026-01-01 07:45:00+00:00,50000.0
94,2026-01-01 07:50:00+00:00,50000.0
95,2026-01-01 07:55:00+00:00,50000.0
96,2026-01-01 08:00:00+00:00,50000.0
97,2026-01-01 08:05:00+00:00,50000.0
98,2026-01-01 08:10:00+00:00,50000.0
99,2026-01-01 08:15:00+00:00,50000.0
100,2026-01-01 08:20:00+00:00,50000.0
101,2026-01-01 08:25:00+00:00,50000.0
102,2026-01-01 08:30:00+00:00,50000.0
103,2026-01-01 08:35:00+00:00,50000.0
104,2026-01-01 08:40:00+00:00,50000.0
105,2026-01-01 08:45:00+00:00,50000.0
106,2026-01-01 08:50:00+00:00,50000.0
107,2026-01-01 08:55:00+00:00,50000.0
108,2026-01-01 09:00:00+00:00,50000.0
109,2026-01-01 09:05:00+00:00,50000.0
110,2026-01-01 09:10:00+00:00,50000.0
111,2026-01-01 09:15:00+00:00,50000.0
112,2026-01-01 09:20:00+00:00,50000.0
113,2026-01-01 09:25:00+00:00,50000.0
114,2026-01-01 09:30:00+00:00,50000.0
115,2026-01-01 09:35:00+00:00,50000.0
116,2026-01-01 09:40:00+00:00,50000.0
117,2026-01-01 09:45:00+00:00,50000.0
118,2026-01-01 09:50:00+00:00,50000.0
119,2026-01-01 09:55:00+00:00,50000.0
120,2026-01-01 10:00:00+00:00,50000.0
121,2026-01-01 10:05:00+00:00,50000.0
122,2026-01-01 10:10:00+00:00,50000.0
123,2026-01-01 10:15:00+00:00,50000.0
124,2026-01-01 10:20:00+00:00,50000.0
125,2026-01-01 10:25:00+00:00,50000.0
126,2026-01-01 10:30:00+00:00,50000.0
127,2026-01-01 10:35:00+00:00,50000.0
128,2026-01-01 10:40:00+00:00,50000.0
129,2026-01-01 10:45:00+00:00,50000.0
130,2026-01-01 10:50:00+00:00,50000.0
131,2026-01-01 10:55:00+00:00,50000.0
132,2026-01-01 11:00:00+00:00,50000.0
133,2026-01-01 11:05:00+00:00,50000.0
134,2026-01-01 11:10:00+00:00,50000.0
135,2026-01-01 11:15:00+00:00,50000.0
136,2026-01-01 11:20:00+00:00,49338.03999999999
137,2026-01-01 11:25:00+00:00,49338.03999999999
138,2026-01-01 11:30:00+00:00,49338.03999999999
139,2026-01-01 11:35:00+00:00,49338.03999999999
140,2026-01-01 11:40:00+00:00,49338.03999999999
141,2026-01-01 11:45:00+00:00,49072.03999999992
142,2026-01-01 11:50:00+00:00,49072.03999999992
143,2026-01-01 11:55:00+00:00,49072.03999999992
144,2026-01-01 12:00:00+00:00,49072.03999999992
145,2026-01-01 12:05:00+00:00,49072.03999999992
146,2026-01-01 12:10:00+00:00,49072.03999999992
147,2026-01-01 12:15:00+00:00,49072.03999999992
148,2026-01-01 12:20:00+00:00,49072.03999999992
149,2026-01-01 12:25:00+00:00,49072.03999999992
150,2026-01-01 12:30:00+00:00,49072.03999999992
151,2026-01-01 12:35:00+00:00,49072.03999999992
152,2026-01-01 12:40:00+00:00,49072.03999999992
153,2026-01-01 12:45:00+00:00,49072.03999999992
154,2026-01-01 12:50:00+00:00,49072.03999999992
155,2026-01-01 12:55:00+00:00,49072.03999999992
156,2026-01-01 13:00:00+00:00,49072.03999999992
157,2026-01-01 13:05:00+00:00,49072.03999999992
158,2026-01-01 13:10:00+00:00,49072.03999999992
159,2026-01-01 13:15:00+00:00,49072.03999999992
160,2026-01-01 13:20:00+00:00,49072.03999999992
161,2026-01-01 13:25:00+00:00,49072.03999999992
162,2026-01-01 13:30:00+00:00,49072.03999999992
163,2026-01-01 13:35:00+00:00,49072.03999999992
164,2026-01-01 13:40:00+00:00,49072.03999999992
165,2026-01-01 13:45:00+00:00,49072.03999999992
166,2026-01-01 13:50:00+00:00,49072.03999999992
167,2026-01-01 13:55:00+00:00,49072.03999999992
168,2026-01-01 14:00:00+00:00,49072.03999999992
169,2026-01-01 14:05:00+00:00,49072.03999999992
170,2026-01-01 14:10:00+00:00,49072.03999999992
171,2026-01-01 14:15:00+00:00,49072.03999999992
172,2026-01-01 14:20:00+00:00,49072.03999999992
173,2026-01-01 14:25:00+00:00,49072.03999999992
174,2026-01-01 14:30:00+00:00,49072.03999999992
175,2026-01-01 14:35:00+00:00,49072.03999999992
176,2026-01-01 14:40:00+00:00,49072.03999999992
177,2026-01-01 14:45:00+00:00,49072.03999999992
178,2026-01-01 14:50:00+00:00,49072.03999999992
179,2026-01-01 14:55:00+00:00,49072.03999999992
180,2026-01-01 15:00:00+00:00,49072.03999999992
181,2026-01-01 15:05:00+00:00,49072.03999999992
182,2026-01-01 15:10:00+00:00,49072.03999999992
183,2026-01-01 15:15:00+00:00,49072.03999999992
184,2026-01-01 15:20:00+00:00,49072.03999999992
185,2026-01-01 15:25:00+00:00,49072.03999999992
186,2026-01-01 15:30:00+00:00,49072.03999999992
187,2026-01-01 15:35:00+00:00,49072.03999999992
188,2026-01-01 15:40:00+00:00,49072.03999999992
189,2026-01-01 15:45:00+00:00,49072.03999999992
190,2026-01-01 15:50:00+00:00,49072.03999999992
191,2026-01-01 15:55:00+00:00,49072.03999999992
192,2026-01-01 16:00:00+00:00,49072.03999999992
193,2026-01-01 16:05:00+00:00,49072.03999999992
194,2026-01-01 16:10:00+00:00,49072.03999999992
195,2026-01-01 16:15:00+00:00,49072.03999999992
196,2026-01-01 16:20:00+00:00,49072.03999999992
197,2026-01-01 16:25:00+00:00,49072.03999999992
198,2026-01-01 16:30:00+00:00,49072.03999999992
199,2026-01-01 16:35:00+00:00,49072.03999999992
200,2026-01-01 16:40:00+00:00,49072.03999999992
201,2026-01-01 16:45:00+00:00,49072.03999999992
202,2026-01-01 16:50:00+00:00,49072.03999999992
203,2026-01-01 16:55:00+00:00,49072.03999999992
204,2026-01-01 17:00:00+00:00,49072.03999999992
205,2026-01-01 17:05:00+00:00,49072.03999999992
206,2026-01-01 17:10:00+00:00,49072.03999999992
207,2026-01-01 17:15:00+00:00,49072.03999999992
208,2026-01-01 17:20:00+00:00,49072.03999999992
209,2026-01-01 17:25:00+00:00,49072.03999999992
210,2026-01-01 17:30:00+00:00,49072.03999999992
211,2026-01-01 17:35:00+00:00,49072.03999999992
212,2026-01-01 17:40:00+00:00,49072.03999999992
213,2026-01-01 17:45:00+00:00,49072.03999999992
214,2026-01-01 17:50:00+00:00,49072.03999999992
215,2026-01-01 17:55:00+00:00,49072.03999999992
216,2026-01-01 18:00:00+00:00,49072.03999999992
217,2026-01-01 18:05:00+00:00,49072.03999999992
218,2026-01-01 18:10:00+00:00,49072.03999999992
219,2026-01-01 18:15:00+00:00,49072.03999999992
220,2026-01-01 18:20:00+00:00,49072.03999999992
221,2026-01-01 18:25:00+00:00,49072.03999999992
222,2026-01-01 18:30:00+00:00,49072.03999999992
223,2026-01-01 18:35:00+00:00,49072.03999999992
224,2026-01-01 18:40:00+00:00,49072.03999999992
225,2026-01-01 18:45:00+00:00,49072.03999999992
226,2026-01-01 18:50:00+00:00,49072.03999999992
227,2026-01-01 18:55:00+00:00,49072.03999999992
228,2026-01-01 19:00:00+00:00,49072.03999999992
229,2026-01-01 19:05:00+00:00,49072.03999999992
230,2026-01-01 19:10:00+00:00,49072.03999999992
231,2026-01-01 19:15:00+00:00,49072.03999999992
232,2026-01-01 19:20:00+00:00,49072.03999999992
233,2026-01-01 19:25:00+00:00,49072.03999999992
234,2026-01-01 19:30:00+00:00,49072.03999999992
235,2026-01-01 19:35:00+00:00,49072.03999999992
236,2026-01-01 19:40:00+00:00,49072.03999999992
237,2026-01-01 19:45:00+00:00,49072.03999999992
238,2026-01-01 19:50:00+00:00,49072.03999999992
239,2026-01-01 19:55:00+00:00,49072.03999999992
240,2026-01-01 20:00:00+00:00,49072.03999999992
241,2026-01-01 20:05:00+00:00,49072.03999999992
242,2026-01-01 20:10:00+00:00,49072.03999999992
243,2026-01-01 20:15:00+00:00,49072.03999999992
244,2026-01-01 20:20:00+00:00,49072.03999999992
245,2026-01-01 20:25:00+00:00,49072.03999999992
246,2026-01-01 20:30:00+00:00,49072.03999999992
247,2026-01-01 20:35:00+00:00,49072.03999999992
248,2026-01-01 20:40:00+00:00,49072.03999999992
249,2026-01-01 20:45:00+00:00,49072.03999999992
250,2026-01-01 20:50:00+00:00,49072.03999999992
251,2026-01-01 20:55:00+00:00,49072.03999999992
252,2026-01-01 21:00:00+00:00,49072.03999999992
253,2026-01-01 21:05:00+00:00,49072.03999999992
254,2026-01-01 21:10:00+00:00,49072.03999999992
255,2026-01-01 21:15:00+00:00,49072.03999999992
256,2026-01-01 21:20:00+00:00,49072.03999999992
257,2026-01-01 21:25:00+00:00,49072.03999999992
258,2026-01-01 21:30:00+00:00,49072.03999999992
259,2026-01-01 21:35:00+00:00,49072.03999999992
260,2026-01-01 21:40:00+00:00,49072.03999999992
261,2026-01-01 21:45:00+00:00,49072.03999999992
262,2026-01-01 21:50:00+00:00,49072.03999999992
263,2026-01-01 21:55:00+00:00,49072.03999999992
264,2026-01-01 22:00:00+00:00,49072.03999999992
265,2026-01-01 22:05:00+00:00,49072.03999999992
266,2026-01-01 22:10:00+00:00,49072.03999999992
267,2026-01-01 22:15:00+00:00,49072.03999999992
268,2026-01-01 22:20:00+00:00,49072.03999999992
269,2026-01-01 22:25:00+00:00,49072.03999999992
270,2026-01-01 22:30:00+00:00,49072.03999999992
271,2026-01-01 22:35:00+00:00,49072.03999999992
272,2026-01-01 22:40:00+00:00,49072.03999999992
273,2026-01-01 22:45:00+00:00,49072.03999999992
274,2026-01-01 22:50:00+00:00,49072.03999999992
275,2026-01-01 22:55:00+00:00,49072.03999999992
276,2026-01-01 23:00:00+00:00,49072.03999999992
277,2026-01-01 23:05:00+00:00,49072.03999999992
278,2026-01-01 23:10:00+00:00,49072.03999999992
279,2026-01-01 23:15:00+00:00,49072.03999999992
280,2026-01-01 23:20:00+00:00,49072.03999999992
281,2026-01-01 23:25:00+00:00,49072.03999999992
282,2026-01-01 23:30:00+00:00,49072.03999999992
283,2026-01-01 23:35:00+00:00,49072.03999999992
284,2026-01-01 23:40:00+00:00,49072.03999999992
285,2026-01-01 23:45:00+00:00,49072.03999999992
286,2026-01-01 23:50:00+00:00,49072.03999999992
287,2026-01-01 23:55:00+00:00,49072.03999999992
288,2026-01-02 00:00:00+00:00,49072.03999999992
289,2026-01-02 00:05:00+00:00,49072.03999999992
290,2026-01-02 00:10:00+00:00,49072.03999999992
291,2026-01-02 00:15:00+00:00,49072.03999999992
292,2026-01-02 00:20:00+00:00,49072.03999999992
293,2026-01-02 00:25:00+00:00,49072.03999999992
294,2026-01-02 00:30:00+00:00,49072.03999999992
295,2026-01-02 00:35:00+00:00,49072.03999999992
296,2026-01-02 00:40:00+00:00,49072.03999999992
297,2026-01-02 00:45:00+00:00,49072.03999999992
298,2026-01-02 00:50:00+00:00,49072.03999999992
299,2026-01-02 00:55:00+00:00,49072.03999999992
300,2026-01-02 01:00:00+00:00,49072.03999999992
301,2026-01-02 01:05:00+00:00,49072.03999999992
302,2026-01-02 01:10:00+00:00,49072.03999999992
303,2026-01-02 01:15:00+00:00,49072.03999999992
304,2026-01-02 01:20:00+00:00,49072.03999999992
305,2026-01-02 01:25:00+00:00,49072.03999999992
306,2026-01-02 01:30:00+00:00,49072.03999999992
307,2026-01-02 01:35:00+00:00,49072.03999999992
308,2026-01-02 01:40:00+00:00,49072.03999999992
309,2026-01-02 01:45:00+00:00,49072.03999999992
310,2026-01-02 01:50:00+00:00,49072.03999999992
311,2026-01-02 01:55:00+00:00,49072.03999999992
312,2026-01-02 02:00:00+00:00,49072.03999999992
313,2026-01-02 02:05:00+00:00,49072.03999999992
314,2026-01-02 02:10:00+00:00,49072.03999999992
315,2026-01-02 02:15:00+00:00,49072.03999999992
316,2026-01-02 02:20:00+00:00,49072.03999999992
317,2026-01-02 02:25:00+00:00,49072.03999999992
318,2026-01-02 02:30:00+00:00,49072.03999999992
319,2026-01-02 02:35:00+00:00,49072.03999999992
320,2026-01-02 02:40:00+00:00,49072.03999999992
321,2026-01-02 02:45:00+00:00,49072.03999999992
322,2026-01-02 02:50:00+00:00,49072.03999999992
323,2026-01-02 02:55:00+00:00,49072.03999999992
324,2026-01-02 03:00:00+00:00,49072.03999999992
325,2026-01-02 03:05:00+00:00,49072.03999999992
326,2026-01-02 03:10:00+00:00,49072.03999999992
327,2026-01-02 03:15:00+00:00,49072.03999999992
328,2026-01-02 03:20:00+00:00,49072.03999999992
329,2026-01-02 03:25:00+00:00,49072.03999999992
330,2026-01-02 03:30:00+00:00,49072.03999999992
331,2026-01-02 03:35:00+00:00,49072.03999999992
332,2026-01-02 03:40:00+00:00,49072.03999999992
333,2026-01-02 03:45:00+00:00,49072.03999999992
334,2026-01-02 03:50:00+00:00,49072.03999999992
335,2026-01-02 03:55:00+00:00,49072.03999999992
336,2026-01-02 04:00:00+00:00,49072.03999999992
337,2026-01-02 04:05:00+00:00,49072.03999999992
338,2026-01-02 04:10:00+00:00,49072.03999999992
339,2026-01-02 04:15:00+00:00,49072.03999999992
340,2026-01-02 04:20:00+00:00,49072.03999999992
341,2026-01-02 04:25:00+00:00,49072.03999999992
342,2026-01-02 04:30:00+00:00,49072.03999999992
343,2026-01-02 04:35:00+00:00,49072.03999999992
344,2026-01-02 04:40:00+00:00,49072.03999999992
345,2026-01-02 04:45:00+00:00,49072.03999999992
346,2026-01-02 04:50:00+00:00,49072.03999999992
347,2026-01-02 04:55:00+00:00,49072.03999999992
348,2026-01-02 05:00:00+00:00,49072.03999999992
349,2026-01-02 05:05:00+00:00,49072.03999999992
350,2026-01-02 05:10:00+00:00,49072.03999999992
351,2026-01-02 05:15:00+00:00,49072.03999999992
352,2026-01-02 05:20:00+00:00,49072.03999999992
353,2026-01-02 05:25:00+00:00,49072.03999999992
354,2026-01-02 05:30:00+00:00,49072.03999999992
355,2026-01-02 05:35:00+00:00,49072.03999999992
356,2026-01-02 05:40:00+00:00,49072.03999999992
357,2026-01-02 05:45:00+00:00,49072.03999999992
358,2026-01-02 05:50:00+00:00,49072.03999999992
359,2026-01-02 05:55:00+00:00,49072.03999999992
360,2026-01-02 06:00:00+00:00,49072.03999999992
361,2026-01-02 06:05:00+00:00,49072.03999999992
362,2026-01-02 06:10:00+00:00,49072.03999999992
363,2026-01-02 06:15:00+00:00,49072.03999999992
364,2026-01-02 06:20:00+00:00,49072.03999999992
365,2026-01-02 06:25:00+00:00,49072.03999999992
366,2026-01-02 06:30:00+00:00,49072.03999999992
367,2026-01-02 06:35:00+00:00,49072.03999999992
368,2026-01-02 06:40:00+00:00,49072.03999999992
369,2026-01-02 06:45:00+00:00,49072.03999999992
370,2026-01-02 06:50:00+00:00,49072.03999999992
371,2026-01-02 06:55:00+00:00,49072.03999999992
372,2026-01-02 07:00:00+00:00,49072.03999999992
373,2026-01-02 07:05:00+00:00,49072.03999999992
374,2026-01-02 07:10:00+00:00,49072.03999999992
375,2026-01-02 07:15:00+00:00,49072.03999999992
376,2026-01-02 07:20:00+00:00,49072.03999999992
377,2026-01-02 07:25:00+00:00,49072.03999999992
378,2026-01-02 07:30:00+00:00,49072.03999999992
379,2026-01-02 07:35:00+00:00,49072.03999999992
380,2026-01-02 07:40:00+00:00,49072.03999999992
381,2026-01-02 07:45:00+00:00,49072.03999999992
382,2026-01-02 07:50:00+00:00,49072.03999999992
383,2026-01-02 07:55:00+00:00,49072.03999999992
384,2026-01-02 08:00:00+00:00,49072.03999999992
385,2026-01-02 08:05:00+00:00,49072.03999999992
386,2026-01-02 08:10:00+00:00,49072.03999999992
387,2026-01-02 08:15:00+00:00,49072.03999999992
388,2026-01-02 08:20:00+00:00,49072.03999999992
389,2026-01-02 08:25:00+00:00,49072.03999999992
390,2026-01-02 08:30:00+00:00,49072.03999999992
391,2026-01-02 08:35:00+00:00,49072.03999999992
392,2026-01-02 08:40:00+00:00,49072.03999999992
393,2026-01-02 08:45:00+00:00,49072.03999999992
394,2026-01-02 08:50:00+00:00,49072.03999999992
395,2026-01-02 08:55:00+00:00,49072.03999999992
396,2026-01-02 09:00:00+00:00,49072.03999999992
397,2026-01-02 09:05:00+00:00,49072.03999999992
398,2026-01-02 09:10:00+00:00,49072.03999999992
399,2026-01-02 09:15:00+00:00,49072.03999999992
400,2026-01-02 09:20:00+00:00,48807.32999999999
401,2026-01-02 09:25:00+00:00,48807.32999999999
402,2026-01-02 09:30:00+00:00,48807.32999999999
403,2026-01-02 09:35:00+00:00,48807.32999999999
404,2026-01-02 09:40:00+00:00,48807.32999999999
405,2026-01-02 09:45:00+00:00,48807.32999999999
406,2026-01-02 09:50:00+00:00,48807.32999999999
407,2026-01-02 09:55:00+00:00,48807.32999999999
408,2026-01-02 10:00:00+00:00,48807.32999999999
409,2026-01-02 10:05:00+00:00,48807.32999999999
410,2026-01-02 10:10:00+00:00,48807.32999999999
411,2026-01-02 10:15:00+00:00,48807.32999999999
412,2026-01-02 10:20:00+00:00,48807.32999999999
413,2026-01-02 10:25:00+00:00,48807.32999999999
414,2026-01-02 10:30:00+00:00,48807.32999999999
415,2026-01-02 10:35:00+00:00,48807.32999999999
416,2026-01-02 10:40:00+00:00,48807.32999999999
417,2026-01-02 10:45:00+00:00,49177.46999999997
418,2026-01-02 10:50:00+00:00,49177.46999999997
419,2026-01-02 10:55:00+00:00,49177.46999999997
420,2026-01-02 11:00:00+00:00,49177.46999999997
421,2026-01-02 11:05:00+00:00,49177.46999999997
422,2026-01-02 11:10:00+00:00,49177.46999999997
423,2026-01-02 11:15:00+00:00,49177.46999999997
424,2026-01-02 11:20:00+00:00,49177.46999999997
425,2026-01-02 11:25:00+00:00,49177.46999999997
426,2026-01-02 11:30:00+00:00,49177.46999999997
427,2026-01-02 11:35:00+00:00,49177.46999999997
428,2026-01-02 11:40:00+00:00,49177.46999999997
429,2026-01-02 11:45:00+00:00,49177.46999999997
430,2026-01-02 11:50:00+00:00,49177.46999999997
431,2026-01-02 11:55:00+00:00,49177.46999999997
432,2026-01-02 12:00:00+00:00,49177.46999999997
433,2026-01-02 12:05:00+00:00,49177.46999999997
434,2026-01-02 12:10:00+00:00,49177.46999999997
435,2026-01-02 12:15:00+00:00,49177.46999999997
436,2026-01-02 12:20:00+00:00,49177.46999999997
437,2026-01-02 12:25:00+00:00,49177.46999999997
438,2026-01-02 12:30:00+00:00,49177.46999999997
439,2026-01-02 12:35:00+00:00,49177.46999999997
440,2026-01-02 12:40:00+00:00,49177.46999999997
441,2026-01-02 12:45:00+00:00,49177.46999999997
442,2026-01-02 12:50:00+00:00,49177.46999999997
443,2026-01-02 12:55:00+00:00,49177.46999999997
444,2026-01-02 13:00:00+00:00,49177.46999999997
445,2026-01-02 13:05:00+00:00,49177.46999999997
446,2026-01-02 13:10:00+00:00,49177.46999999997
447,2026-01-02 13:15:00+00:00,49177.46999999997
448,2026-01-02 13:20:00+00:00,49177.46999999997
449,2026-01-02 13:25:00+00:00,49177.46999999997
450,2026-01-02 13:30:00+00:00,49177.46999999997
451,2026-01-02 13:35:00+00:00,49177.46999999997
452,2026-01-02 13:40:00+00:00,49177.46999999997
453,2026-01-02 13:45:00+00:00,49177.46999999997
454,2026-01-02 13:50:00+00:00,49177.46999999997
455,2026-01-02 13:55:00+00:00,49177.46999999997
456,2026-01-02 14:00:00+00:00,49177.46999999997
457,2026-01-02 14:05:00+00:00,49177.46999999997
458,2026-01-02 14:10:00+00:00,49177.46999999997
459,2026-01-02 14:15:00+00:00,49177.46999999997
460,2026-01-02 14:20:00+00:00,49177.46999999997
461,2026-01-02 14:25:00+00:00,49177.46999999997
462,2026-01-02 14:30:00+00:00,49177.46999999997
463,2026-01-02 14:35:00+00:00,49177.46999999997
464,2026-01-02 14:40:00+00:00,49177.46999999997
465,2026-01-02 14:45:00+00:00,49177.46999999997
466,2026-01-02 14:50:00+00:00,49177.46999999997
467,2026-01-02 14:55:00+00:00,49177.46999999997
468,2026-01-02 15:00:00+00:00,49177.46999999997
469,2026-01-02 15:05:00+00:00,49177.46999999997
470,2026-01-02 15:10:00+00:00,49177.46999999997
471,2026-01-02 15:15:00+00:00,49177.46999999997
472,2026-01-02 15:20:00+00:00,49177.46999999997
473,2026-01-02 15:25:00+00:00,49177.46999999997
474,2026-01-02 15:30:00+00:00,49177.46999999997
475,2026-01-02 15:35:00+00:00,49177.46999999997
476,2026-01-02 15:40:00+00:00,49177.46999999997
477,2026-01-02 15:45:00+00:00,49177.46999999997
478,2026-01-02 15:50:00+00:00,49177.46999999997
479,2026-01-02 15:55:00+00:00,49177.46999999997
480,2026-01-02 16:00:00+00:00,49177.46999999997
481,2026-01-02 16:05:00+00:00,49177.46999999997
482,2026-01-02 16:10:00+00:00,49177.46999999997
483,2026-01-02 16:15:00+00:00,49177.46999999997
484,2026-01-02 16:20:00+00:00,49177.46999999997
485,2026-01-02 16:25:00+00:00,49177.46999999997
486,2026-01-02 16:30:00+00:00,49177.46999999997
487,2026-01-02 16:35:00+00:00,49177.46999999997
488,2026-01-02 16:40:00+00:00,49177.46999999997
489,2026-01-02 16:45:00+00:00,49177.46999999997
490,2026-01-02 16:50:00+00:00,49177.46999999997
491,2026-01-02 16:55:00+00:00,49177.46999999997
492,2026-01-02 17:00:00+00:00,49177.46999999997
493,2026-01-02 17:05:00+00:00,49177.46999999997
494,2026-01-02 17:10:00+00:00,49177.46999999997
495,2026-01-02 17:15:00+00:00,49177.46999999997
496,2026-01-02 17:20:00+00:00,49177.46999999997
497,2026-01-02 17:25:00+00:00,49177.46999999997
498,2026-01-02 17:30:00+00:00,49177.46999999997
499,2026-01-02 17:35:00+00:00,49177.46999999997
500,2026-01-02 17:40:00+00:00,49177.46999999997
501,2026-01-02 17:45:00+00:00,49177.46999999997
502,2026-01-02 17:50:00+00:00,49177.46999999997
503,2026-01-02 17:55:00+00:00,49177.46999999997
504,2026-01-02 18:00:00+00:00,49177.46999999997
505,2026-01-02 18:05:00+00:00,49177.46999999997
506,2026-01-02 18:10:00+00:00,49177.46999999997
507,2026-01-02 18:15:00+00:00,49177.46999999997
508,2026-01-02 18:20:00+00:00,49177.46999999997
509,2026-01-02 18:25:00+00:00,49177.46999999997
510,2026-01-02 18:30:00+00:00,49177.46999999997
511,2026-01-02 18:35:00+00:00,49177.46999999997
512,2026-01-02 18:40:00+00:00,49177.46999999997
513,2026-01-02 18:45:00+00:00,49177.46999999997
514,2026-01-02 18:50:00+00:00,49177.46999999997
515,2026-01-02 18:55:00+00:00,49177.46999999997
516,2026-01-02 19:00:00+00:00,49177.46999999997
517,2026-01-02 19:05:00+00:00,49177.46999999997
518,2026-01-02 19:10:00+00:00,49177.46999999997
519,2026-01-02 19:15:00+00:00,49177.46999999997
520,2026-01-02 19:20:00+00:00,49177.46999999997
521,2026-01-02 19:25:00+00:00,49177.46999999997
522,2026-01-02 19:30:00+00:00,49177.46999999997
523,2026-01-02 19:35:00+00:00,49177.46999999997
524,2026-01-02 19:40:00+00:00,49177.46999999997
525,2026-01-02 19:45:00+00:00,49177.46999999997
526,2026-01-02 19:50:00+00:00,49177.46999999997
527,2026-01-02 19:55:00+00:00,49177.46999999997
528,2026-01-02 20:00:00+00:00,49177.46999999997
529,2026-01-02 20:05:00+00:00,49177.46999999997
530,2026-01-02 20:10:00+00:00,49177.46999999997
531,2026-01-02 20:15:00+00:00,49177.46999999997
